article,girl,1.208333333,0,0,199,-0.99,-99,100,0,0,398
artillery,gun,3.541666667,0.2864321608,57,199,-0.7108433735,-59,83,0.1671554252,57,341
aspen,maple,2.791666667,0.7939698492,158,199,-0.2058823529,-7,34,0.6583333333,158,240
ass,donkey,4.85,0.4824120603,96,199,-0.5147058824,-35,68,0.3178807947,96,302
assembly,crowd,3.363636364,0.0452261307,9,199,-0.9387755102,-92,98,0.0231362468,9,389
assets,capital,4.090909091,0.4572864322,91,199,-0.5211267606,-37,71,0.2964169381,91,307
assets,credit,3.47826087,0.3869346734,77,199,-0.6052631579,-46,76,0.2398753894,77,321
assets,income,4.038461538,0.472361809,94,199,-0.5217391304,-36,69,0.3092105263,94,304
association,organization,4.362318841,0.0150753769,3,199,-0.9797979798,-97,99,0.0075949367,3,395
athlete,participant,3.458333333,0.3567839196,71,199,-0.641025641,-50,78,0.2171253823,71,327
athletics,racing,3.826086957,0.4673366834,93,199,-0.5142857143,-36,70,0.3049180328,93,305
athletics,swimming,3.45,0.4824120603,96,199,-0.5147058824,-35,68,0.3178807947,96,302
attitude,notice,1.486486486,0.0050251256,1,199,-0.98,-98,100,0.0025188917,1,397
attitude,study,1.88,0.0050251256,1,199,-0.98,-98,100,0.0025188917,1,397
attorney,lawyer,4.681818182,0.6180904523,123,199,-0.3818181818,-21,55,0.4472727273,123,275
attraction,pressure,1.565217391,0.0954773869,19,199,-0.8947368421,-85,95,0.0501319261,19,379
attraction,quality,2.347826087,0.0502512563,10,199,-0.9484536082,-92,97,0.0257731959,10,388
attribute,condition,2.576923077,0.0351758794,7,199,-0.9591836735,-94,98,0.0179028133,7,391
average,time,2.380952381,0.0502512563,10,199,-0.9484536082,-92,97,0.0257731959,10,388
baby,computer,1.24,0,0,199,-0.99,-99,100,0,0,398
bail,bond,3.086956522,0.1206030151,24,199,-0.8617021277,-81,94,0.064171123,24,374
bait,instrument,2.090909091,0.0100502513,2,199,-0.9898989899,-98,99,0.0050505051,2,396
bait,pump,1.208333333,0.0150753769,3,199,-0.9797979798,-97,99,0.0075949367,3,395
bakery,work,2.541666667,0.0150753769,3,199,-0.9797979798,-97,99,0.0075949367,3,395
bakery,workplace,3,0.0653266332,13,199,-0.9175257732,-89,97,0.0337662338,13,385
balance,gauge,2.6,0,0,199,-0.99,-99,100,0,0,398
ball,egg,1.727272727,0.0050251256,1,199,-0.98,-98,100,0.0025188917,1,397
ball,nut,1.727272727,0.0603015075,12,199,-0.9278350515,-90,97,0.0310880829,12,386
ball,poker,2.165217391,0.3216080402,64,199,-0.6666666667,-54,81,0.1916167665,64,334
ball,sphere,4.142857143,0.0753768844,15,199,-0.9166666667,-88,96,0.0391644909,15,383
band,circle,2.954545455,0.0653266332,13,199,-0.9175257732,-89,97,0.0337662338,13,385
bar,needle,1.772727273,0.0653266332,13,199,-0.9175257732,-89,97,0.0337662338,13,385
bar,rod,4.047619048,0.1407035176,28,199,-0.8586956522,-79,92,0.0756756757,28,370
barrel,gallon,3.153846154,0.3567839196,71,199,-0.641025641,-50,78,0.2171253823,71,327
base,club,1.619047619,0,0,199,-0.99,-99,100,0,0,398
base,stock,2.476190476,0,0,199,-0.99,-99,100,0,0,398
baseball,softball,3.230769231,0.6683417085,133,199,-0.32,-16,50,0.5018867925,133,265
basin,vessel,4.076923077,0.1708542714,34,199,-0.8131868132,-74,91,0.0934065934,34,364
basketball,hockey,2.782608696,0.8542713568,170,199,-0.1153846154,-3,26,0.7456140351,170,228
basketball,squash,2.833333333,0.040201005,8,199,-0.9489795918,-93,98,0.0205128205,8,390
bathroom,chamber,2.681818182,0.3618090452,72,199,-0.6282051282,-49,78,0.2208588957,72,326
battle,fight,4.583333333,0.3417085427,68,199,-0.6582278481,-52,79,0.2060606061,68,330
bay,mere,1.583333333,0,0,39.8998746865,-0.875,-7,8,0,0,207
beach,chain,1.047619048,0.0150753769,3,199,-0.9797979798,-97,99,0.0075949367,3,395
beach,ridge,2.260869565,0.4271356784,85,199,-0.5616438356,-41,73,0.2715654952,85,313
beam,column,2.961538462,0.1457286432,29,199,-0.847826087,-78,92,0.0785907859,29,369
beat,meter,1.92,0.0251256281,5,199,-0.9595959596,-95,99,0.0127226463,5,393
beat,rhythm,4.363636364,0.4221105528,84,199,-0.5753424658,-42,73,0.2675159236,84,314
bed,layer,2.136363636,0.0100502513,2,199,-0.9898989899,-98,99,0.0050505051,2,396
bedroom,cell,2.136363636,0.0050251256,1,199,-0.98,-98,100,0.0025188917,1,397
bedroom,construction,2.208333333,0.0100502513,2,199,-0.9898989899,-98,99,0.0050505051,2,396
bee,insect,4.043478261,0.4924623116,98,199,-0.5074626866,-34,67,0.3266666667,98,300
beef,cattle,4.173913043,0.175879397,35,199,-0.8222222222,-74,90,0.0964187328,35,363
beef,meat,4.619047619,0.824120603,164,199,-0.1666666667,-5,30,0.7008547009,164,234
beginner,novice,4.166666667,0.4472361809,89,199,-0.5492957746,-39,71,0.28802589,89,309
behavior,purpose,2.304347826,0.0150753769,3,199,-0.9797979798,-97,99,0.0075949367,3,395
belief,magic,2.565217391,0.0603015075,12,199,-0.9278350515,-90,97,0.0310880829,12,386
belief,purpose,2.333333333,0.0301507538,6,199,-0.9693877551,-95,98,0.0153061224,6,392
bench,seat,4.428571429,0.567839196,113,199,-0.4098360656,-25,61,0.3964912281,113,285
bend,curve,4.541666667,0.0703517588,14,199,-0.9270833333,-89,96,0.0364583333,14,384
berry,citrus,3,0.5125628141,102,199,-0.4696969697,-31,66,0.3445945946,102,296
bill,invoice,4.588235294,0.2211055276,44,199,-0.7613636364,-67,88,0.1242937853,44,354
billboard,structure,3,0.0100502513,2,199,-0.9898989899,-98,99,0.0050505051,2,396
bin,box,3.956521739,0.0703517588,14,199,-0.9270833333,-89,96,0.0364583333,14,384
bin,cup,2.217391304,0.040201005,8,199,-0.9489795918,-93,98,0.0205128205,8,390
binary,star,1.863636364,0.0100502513,2,199,-0.9898989899,-98,99,0.0050505051,2,396
bird,creature,3.458333333,0.2261306533,45,199,-0.7701149425,-67,87,0.1274787535,45,353
bird,solid,1.090909091,0,0,199,-0.99,-99,100,0,0,398
birth,modification,1.434782609,0.0351758794,7,199,-0.9591836735,-94,98,0.0179028133,7,391
bishop,priest,4.269230769,0.351758794,70,199,-0.6329113924,-50,79,0.2134146341,70,328
bit,tool,2.708333333,0.0050251256,1,199,-0.98,-98,100,0.0025188917,1,397
bite,breakfast,2.869565217,0.135678392,27,199,-0.8494623656,-79,93,0.0727762803,27,371
bite,taste,3.636363636,0.0854271357,17,199,-0.8958333333,-86,96,0.0446194226,17,381
black,juvenile,1.238095238,0,0,199,-0.99,-99,100,0,0,398
blade,projector,1.434782609,0.0201005025,4,199,-0.9696969697,-96,99,0.0101522843,4,394
blanket,sleeve,2.111111111,0.4020100503,80,199,-0.5866666667,-44,75,0.251572327,80,318
blizzard,rash,1.307692308,0.0150753769,3,199,-0.9797979798,-97,99,0.0075949367,3,395
blow,contact,1.695652174,0.0100502513,2,199,-0.9898989899,-98,99,0.0050505051,2,396
blue,red,3.272727273,0.7537688442,150,199,-0.225,-9,40,0.6048387097,150,248
board,commission,3.173913043,0.1809045226,36,199,-0.8111111111,-73,90,0.0994475138,36,362
boat,ferry,4.083333333,0.5728643216,114,199,-0.4166666667,-25,60,0.4014084507,114,284
boat,vessel,3.208333333,0.5125628141,102,199,-0.4696969697,-31,66,0.3445945946,102,296
body,trunk,3.260869565,0.2763819095,55,199,-0.7142857143,-60,84,0.1603498542,55,343
bond,security,3.904761905,0.1507537688,30,199,-0.8369565217,-77,92,0.0815217391,30,368
bone,skull,4.272727273,0.4120603015,82,199,-0.5810810811,-43,74,0.2594936709,82,316
book,encyclopedia,3.904761905,0.4824120603,96,199,-0.5147058824,-35,68,0.3178807947,96,302
booklet,reference,3.380952381,0,0,199,-0.99,-99,100,0,0,398
boot,kick,3.173913043,0.1105527638,22,199,-0.8829787234,-83,94,0.0585106383,22,376
boot,punch,1.75,0.040201005,8,199,-0.9489795918,-93,98,0.0205128205,8,390
bottom,sole,3.347826087,0.0804020101,16,199,-0.90625,-87,96,0.0418848168,16,382
boy,male,4.52173913,0.1306532663,26,199,-0.8602150538,-80,93,0.0698924731,26,372
boy,rover,2,0.0653266332,13,199,-0.9175257732,-89,97,0.0337662338,13,385
brace,stand,2.913043478,0.0100502513,2,199,-0.9898989899,-98,99,0.0050505051,2,396
brain,head,4.173913043,0.1005025126,20,199,-0.8842105263,-84,95,0.0529100529,20,378
brake,click,1.761904762,0.0251256281,5,199,-0.9595959596,-95,99,0.0127226463,5,393
branch,department,4.043478261,0.0301507538,6,199,-0.9693877551,-95,98,0.0153061224,6,392
brand,knife,1.681818182,0.0050251256,1,199,-0.98,-98,100,0.0025188917,1,397
brand,surname,2.318181818,0.0201005025,4,199,-0.9696969697,-96,99,0.0101522843,4,394
brandy,liquor,4.541666667,0.608040201,121,199,-0.3684210526,-21,57,0.4368231047,121,277
brass,executive,1.913043478,0,0,199,-0.99,-99,100,0,0,398
bread,bun,4.304347826,0.5427135678,108,199,-0.4444444444,-28,63,0.3724137931,108,290
break,dash,2.916666667,0,0,199,-0.99,-99,100,0,0,398
break,insert,2.041666667,0,0,199,-0.99,-99,100,0,0,398
brick,cement,3.625,0.4673366834,93,199,-0.5142857143,-36,70,0.3049180328,93,305
brick,strip,1.541666667,0.0703517588,14,199,-0.9270833333,-89,96,0.0364583333,14,384
broadcast,packet,1.727272727,0.135678392,27,199,-0.8494623656,-79,93,0.0727762803,27,371
brochure,publication,3.875,0.2060301508,41,199,-0.7752808989,-69,89,0.1148459384,41,357
brochure,reference,2.95,0.0050251256,1,199,-0.98,-98,100,0.0025188917,1,397
brother,member,2.583333333,0.0351758794,7,199,-0.9591836735,-94,98,0.0179028133,7,391
brush,implement,2.47826087,0,0,199,-0.99,-99,100,0,0,398
budget,fund,4,0.4572864322,91,199,-0.5211267606,-37,71,0.2964169381,91,307
buffer,cache,2.409090909,0.0703517588,14,199,-0.9270833333,-89,96,0.0364583333,14,384
bug,child,1.276595745,0.0351758794,7,199,-0.9591836735,-94,98,0.0179028133,7,391
build,flesh,1.833333333,0.0904522613,18,199,-0.9052631579,-86,95,0.0473684211,18,380
building,cafe,3.142857143,0.3618090452,72,199,-0.6282051282,-49,78,0.2208588957,72,326
bulb,onion,2.92,0,0,199,-0.99,-99,100,0,0,398
bulletin,news,4.666666667,0.0452261307,9,199,-0.9387755102,-92,98,0.0231362468,9,389
bunny,server,1.25,0,0,199,-0.99,-99,100,0,0,398
burn,hurt,3.730769231,0.0502512563,10,199,-0.9484536082,-92,97,0.0257731959,10,388
burning,flame,4.48,0.1457286432,29,199,-0.847826087,-78,92,0.0785907859,29,369
burning,punishment,2.52,0.0351758794,7,199,-0.9591836735,-94,98,0.0179028133,7,391
burst,transformation,1.952380952,0,0,199,-0.99,-99,100,0,0,398
business,disposition,1.583333333,0.0050251256,1,199,-0.98,-98,100,0.0025188917,1,397
business,railway,2.541666667,0.1206030151,24,199,-0.8617021277,-81,94,0.064171123,24,374
butter,stick,2.375,0.0050251256,1,199,-0.98,-98,100,0.0025188917,1,397
butterfly,comma,1.130434783,0,0,199,-0.99,-99,100,0,0,398
cab,taxi,4.476190476,0.7035175879,140,199,-0.2826086957,-13,46,0.5426356589,140,258
cake,pie,3.545454545,0.7788944724,155,199,-0.1891891892,-7,37,0.6378600823,155,243
calendar,circulation,1.695652174,0,0,199,-0.99,-99,100,0,0,398
calendar,system,1.916666667,0.040201005,8,199,-0.9489795918,-93,98,0.0205128205,8,390
call,meeting,2.727272727,0.0100502513,2,199,-0.9898989899,-98,99,0.0050505051,2,396
call,statement,2.125,0.1055276382,21,199,-0.8936170213,-84,94,0.0557029178,21,377
campaign,operation,2.826086957,0.0201005025,4,199,-0.9696969697,-96,99,0.0101522843,4,394
candy,sweet,4.510638298,0.2010050251,40,199,-0.7865168539,-70,89,0.1117318436,40,358
cap,covering,3.681818182,0.1407035176,28,199,-0.8586956522,-79,92,0.0756756757,28,370
capital,seat,2.32,0.0100502513,2,199,-0.9898989899,-98,99,0.0050505051,2,396
captain,officer,4,0.5376884422,107,199,-0.4603174603,-29,63,0.3676975945,107,291
card,plastic,2.391304348,0.0351758794,7,199,-0.9591836735,-94,98,0.0179028133,7,391
carriage,coach,3.708333333,0.5025125628,100,199,-0.4776119403,-32,67,0.3355704698,100,298
cart,wagon,4.375,0.7738693467,154,199,-0.2162162162,-8,37,0.631147541,154,244
cartoon,wit,2.666666667,0.0351758794,7,199,-0.9591836735,-94,98,0.0179028133,7,391
case,grip,2.12,0.0150753769,3,199,-0.9797979798,-97,99,0.0075949367,3,395
case,luggage,3.68,0,0,199,-0.99,-99,100,0,0,398
case,tin,2.6,0,0,199,-0.99,-99,100,0,0,398
cast,fishing,2.6,0.0050251256,1,199,-0.98,-98,100,0.0025188917,1,397
cat,vision,1.431818182,0,0,199,-0.99,-99,100,0,0,398
category,flavor,2.428571429,0.0150753769,3,199,-0.9797979798,-97,99,0.0075949367,3,395
cave,formation,2.347826087,0,0,199,-0.99,-99,100,0,0,398
ceiling,overhead,3.52,0.0753768844,15,199,-0.9166666667,-88,96,0.0391644909,15,383
cement,glue,3,0.3567839196,71,199,-0.641025641,-50,78,0.2171253823,71,327
center,loss,1.304347826,0,0,199,-0.99,-99,100,0,0,398
century,decade,3.434782609,0.4824120603,96,199,-0.5147058824,-35,68,0.3178807947,96,302
century,period,3.769230769,0.4371859296,87,199,-0.5555555556,-40,72,0.2797427653,87,311
century,temperature,1.130434783,0.0050251256,1,199,-0.98,-98,100,0.0025188917,1,397
certificate,study,3.136363636,0.0301507538,6,199,-0.9693877551,-95,98,0.0153061224,6,392
certificate,wave,1.145833333,0,0,199,-0.99,-99,100,0,0,398
chair,furniture,3.869565217,0.1306532663,26,199,-0.8602150538,-80,93,0.0698924731,26,372
chair,rocker,2.826086957,0.4422110553,88,199,-0.5416666667,-39,72,0.2838709677,88,310
chance,opportunity,4.590909091,0.8140703518,162,199,-0.15625,-5,32,0.686440678,162,236
chance,probability,4.619047619,0.5226130653,104,199,-0.4615384615,-30,65,0.3537414966,104,294
chandler,retailer,2.130434783,0.2864321608,57,199,-0.7108433735,-59,83,0.1671554252,57,341
change,decrease,3,0.5778894472,115,199,-0.4,-24,60,0.406360424,115,283
change,move,3.434782609,0.0301507538,6,199,-0.9693877551,-95,98,0.0153061224,6,392
channel,sound,3.2,0,0,199,-0.99,-99,100,0,0,398
character,vision,1.666666667,0.1457286432,29,199,-0.847826087,-78,92,0.0785907859,29,369
charge,damage,2.375,0.0050251256,1,199,-0.98,-98,100,0.0025188917,1,397
charge,tax,4.086956522,0.1055276382,21,199,-0.8936170213,-84,94,0.0557029178,21,377
check,draft,3.952380952,0.1407035176,28,199,-0.8586956522,-79,92,0.0756756757,28,370
cheese,food,4,0.3366834171,67,199,-0.65,-52,80,0.2024169184,67,331
chemical,salt,3.590909091,0.0050251256,1,199,-0.98,-98,100,0.0025188917,1,397
chess,duty,1.166666667,0,0,199,-0.99,-99,100,0,0,398
chick,hen,3.863636364,0.3869346734,77,199,-0.6052631579,-46,76,0.2398753894,77,321
chicken,poultry,4.217391304,0.3969849246,79,199,-0.6,-45,75,0.2476489028,79,319
chief,guru,3.904761905,0.1809045226,36,199,-0.8111111111,-73,90,0.0994475138,36,362
child,kid,4.857142857,0.3216080402,64,199,-0.6666666667,-54,81,0.1916167665,64,334
chin,feature,2.875,0,0,199,-0.99,-99,100,0,0,398
choice,option,4.590909091,0.0351758794,7,199,-0.9591836735,-94,98,0.0179028133,7,391
chuck,jaw,2.090909091,0.0251256281,5,199,-0.9595959596,-95,99,0.0127226463,5,393
church,temple,4.347826087,0.3869346734,77,199,-0.6052631579,-46,76,0.2398753894,77,321
circle,oval,3.347826087,0.0804020101,16,199,-0.90625,-87,96,0.0418848168,16,382
citrus,orange,4.208333333,0.3216080402,64,199,-0.6666666667,-54,81,0.1916167665,64,334
climb,mount,4.166666667,0.040201005,8,199,-0.9489795918,-93,98,0.0205128205,8,390
clock,timer,4.416666667,0.3718592965,74,199,-0.6233766234,-48,77,0.2283950617,74,324
cloth,satin,3.857142857,0.527638191,105,199,-0.46875,-30,64,0.3583617747,105,293
cloud,energy,1.727272727,0.0100502513,2,199,-0.9898989899,-98,99,0.0050505051,2,396
club,society,3.869565217,0.0201005025,4,199,-0.9696969697,-96,99,0.0101522843,4,394
coach,trainer,4.6,0.3366834171,67,199,-0.65,-52,80,0.2024169184,67,331
coat,newspaper,1.088888889,0.0150753769,3,199,-0.9797979798,-97,99,0.0075949367,3,395
coat,roof,2.304347826,0.0150753769,3,199,-0.9797979798,-97,99,0.0075949367,3,395
code,software,3.52,0.3567839196,71,199,-0.641025641,-50,78,0.2171253823,71,327
coffee,meeting,2.602941176,0.0100502513,2,199,-0.9898989899,-98,99,0.0050505051,2,396
coin,currency,4.571428571,0.3417085427,68,199,-0.6582278481,-52,79,0.2060606061,68,330
collapse,shock,3.043478261,0.2613065327,52,199,-0.7294117647,-62,85,0.1502890173,52,346
collection,packet,2.772727273,0.1055276382,21,199,-0.8936170213,-84,94,0.0557029178,21,377
collision,smash,3.904761905,0.0452261307,9,199,-0.9387755102,-92,98,0.0231362468,9,389
color,purple,4.090909091,0.4824120603,96,199,-0.5147058824,-35,68,0.3178807947,96,302
color,quality,2.407407407,0.1155778894,23,199,-0.8723404255,-82,94,0.0613333333,23,375
coloring,yellow,3.791666667,0.3266331658,65,199,-0.6543209877,-53,81,0.1951951952,65,333
comfort,relief,3.857142857,0.2060301508,41,199,-0.7752808989,-69,89,0.1148459384,41,357
commander,editor,2.041666667,0.3115577889,62,199,-0.6707317073,-55,82,0.1845238095,62,336
commerce,transport,2.739130435,0.1005025126,20,199,-0.8842105263,-84,95,0.0529100529,20,378
commitment,guarantee,3.791666667,0.0301507538,6,199,-0.9693877551,-95,98,0.0153061224,6,392
communication,message,4.083333333,0.0452261307,9,199,-0.9387755102,-92,98,0.0231362468,9,389
communication,statement,3.391304348,0.0100502513,2,199,-0.9898989899,-98,99,0.0050505051,2,396
communication,tune,2.409090909,0.0050251256,1,199,-0.98,-98,100,0.0025188917,1,397
community,province,3.391304348,0.1407035176,28,199,-0.8586956522,-79,92,0.0756756757,28,370
community,territory,2.739130435,0.1859296482,37,199,-0.8,-72,90,0.1024930748,37,361
company,distributor,3.523809524,0.3216080402,64,199,-0.6666666667,-54,81,0.1916167665,64,334
company,establishment,3.833333333,0.0452261307,9,199,-0.9387755102,-92,98,0.0231362468,9,389
comparison,scrutiny,2.727272727,0.0301507538,6,199,-0.9693877551,-95,98,0.0153061224,6,392
compound,salt,3.045454545,0.1658291457,33,199,-0.8241758242,-75,91,0.0904109589,33,365
conclusion,result,4.523809524,0.0904522613,18,199,-0.9052631579,-86,95,0.0473684211,18,380
condition,status,4.090909091,0.0753768844,15,199,-0.9166666667,-88,96,0.0391644909,15,383
conditions,weather,3.666666667,0.0100502513,2,199,-0.9898989899,-98,99,0.0050505051,2,396
congress,sex,1.818181818,0,0,199,-0.99,-99,100,0,0,398
connection,keyboard,2.4,0,0,199,-0.99,-99,100,0,0,398
conservation,traveling,1.717391304,0.0201005025,4,199,-0.9696969697,-96,99,0.0101522843,4,394
construction,window,2.761904762,0.0150753769,3,199,-0.9797979798,-97,99,0.0075949367,3,395
continent,ground,2.791666667,0.2060301508,41,199,-0.7752808989,-69,89,0.1148459384,41,357
control,driving,3.714285714,0,0,199,-0.99,-99,100,0,0,398
cook,printer,1.347826087,0.1055276382,21,199,-0.8936170213,-84,94,0.0557029178,21,377
cooking,cuisine,4.25,0.3266331658,65,199,-0.6543209877,-53,81,0.1951951952,65,333
copy,image,3.25,0.0603015075,12,199,-0.9278350515,-90,97,0.0310880829,12,386
copy,work,3.125,0.040201005,8,199,-0.9489795918,-93,98,0.0205128205,8,390
cord,pick,1.590909091,0.0100502513,2,199,-0.9898989899,-98,99,0.0050505051,2,396
cord,yarn,2.761904762,0.1708542714,34,199,-0.8131868132,-74,91,0.0934065934,34,364
corridor,hall,4.041666667,0.6582914573,131,199,-0.3333333333,-17,51,0.4906367041,131,267
corruption,house,1.255319149,0,0,199,-0.99,-99,100,0,0,398
cost,postage,3.086956522,0.1658291457,33,199,-0.8241758242,-75,91,0.0904109589,33,365
cost,reward,2.80952381,0.1005025126,20,199,-0.8842105263,-84,95,0.0529100529,20,378
couch,lounge,3.347826087,0.2964824121,59,199,-0.686746988,-57,83,0.1740412979,59,339
count,number,4.166666667,0.0502512563,10,199,-0.9484536082,-92,97,0.0257731959,10,388
counter,furniture,2.3,0.0904522613,18,199,-0.9052631579,-86,95,0.0473684211,18,380
country,playground,1.791666667,0.0502512563,10,199,-0.9484536082,-92,97,0.0257731959,10,388
course,starter,2.666666667,0,0,199,-0.99,-99,100,0,0,398
court,drawer,1.272727273,0.0100502513,2,199,-0.9898989899,-98,99,0.0050505051,2,396
court,tribunal,3.791666667,0.6231155779,124,199,-0.3636363636,-20,55,0.4525547445,124,274
cousin,relation,4.043478261,0.0050251256,1,199,-0.98,-98,100,0.0025188917,1,397
cousin,relative,4.5,0.0251256281,5,199,-0.9595959596,-95,99,0.0127226463,5,393
cover,feather,2.44,0.0301507538,6,199,-0.9693877551,-95,98,0.0153061224,6,392
cover,hair,2.65,0.0603015075,12,199,-0.9278350515,-90,97,0.0310880829,12,386
cover,sleeve,3.260869565,0.1557788945,31,199,-0.8260869565,-76,92,0.0844686649,31,367
covering,skin,3.35,0.1005025126,20,199,-0.8842105263,-84,95,0.0529100529,20,378
crack,hole,3.04,0.3316582915,66,199,-0.6625,-53,80,0.1987951807,66,332
